"","X","event.id","visible","timestamp","gps.activity.count","argos.altitude","battery.charging.current","cpu.temperature","external.temperature","gps.dop","gps.fix.type.raw","gps.satellite.count","gps.twilight","height.above.ellipsoid","lat.upper","long.upper","mortality.status","transmission.protocol","sensor.type","individual.taxon.canonical.name","tag.local.identifier","individual.local.identifier","study.name","Date","Time","Year","Month","Day","location-long","location-lat"
"84",5267,23487737466,TRUE,"2021-08-06 01:00:36",NA,NA,NA,19,NA,2.2,"3D valid GPS Fix",4,"TWILIGHT",111,NA,NA,"Mortality no radius","Collar","gps",NA,47781,NA,"Odocoileus virginianus DeNicola Staten Island, NY and Rockefeller Park, NY","2021-08-06","01:00:36",2021,8,6,-72.4645730220909,41.5061300842065
"85",5268,23487737467,TRUE,"2021-08-06 02:00:35",NA,NA,NA,18,NA,2.6,"3D valid GPS Fix",4,"DARK",78,NA,NA,"Mortality no radius","Collar","gps",NA,47781,NA,"Odocoileus virginianus DeNicola Staten Island, NY and Rockefeller Park, NY","2021-08-06","02:00:35",2021,8,6,-72.4647448906293,41.5061734342677
"86",5269,23487737468,TRUE,"2021-08-06 03:00:38",NA,NA,NA,17,NA,1.6,"3D valid GPS Fix",5,"DARK",98,NA,NA,"Mortality no radius","Collar","gps",NA,47781,NA,"Odocoileus virginianus DeNicola Staten Island, NY and Rockefeller Park, NY","2021-08-06","03:00:38",2021,8,6,-72.4644768153132,41.506162089516
"87",5270,23487737613,TRUE,"2021-08-06 04:02:06",NA,NA,NA,17,NA,4.8,"3D valid GPS Fix",4,"DARK",72,NA,NA,"Mortality no radius","Iridium TCP","gps",NA,47781,NA,"Odocoileus virginianus DeNicola Staten Island, NY and Rockefeller Park, NY","2021-08-06","04:02:06",2021,8,6,-72.4644431053814,41.5062000511579
"88",5271,23487737469,TRUE,"2021-08-06 05:00:20",NA,NA,NA,17,NA,2.8,"3D valid GPS Fix",4,"DARK",99,NA,NA,"Mortality no radius","Collar","gps",NA,47781,NA,"Odocoileus virginianus DeNicola Staten Island, NY and Rockefeller Park, NY","2021-08-06","05:00:20",2021,8,6,-72.4647124522306,41.5062271220269
"89",5272,23487737470,TRUE,"2021-08-06 06:01:36",NA,NA,NA,16,NA,2.2,"3D valid GPS Fix",5,"DARK",104,NA,NA,"Mortality no radius","Collar","gps",NA,47781,NA,"Odocoileus virginianus DeNicola Staten Island, NY and Rockefeller Park, NY","2021-08-06","06:01:36",2021,8,6,-72.464536934303,41.5061869789984
"90",5273,23487737471,TRUE,"2021-08-06 07:00:11",NA,NA,NA,16,NA,3,"3D valid GPS Fix",5,"DARK",82,NA,NA,"Mortality no radius","Collar","gps",NA,47781,NA,"Odocoileus virginianus DeNicola Staten Island, NY and Rockefeller Park, NY","2021-08-06","07:00:11",2021,8,6,-72.4645693722399,41.5061198056969
"91",5274,23487737614,TRUE,"2021-08-06 08:00:36",NA,NA,NA,16,NA,3,"3D valid GPS Fix",4,"DARK",77,NA,NA,"Mortality no radius","Iridium TCP","gps",NA,47781,NA,"Odocoileus virginianus DeNicola Staten Island, NY and Rockefeller Park, NY","2021-08-06","08:00:36",2021,8,6,-72.4645861858961,41.5061859982845
"92",5275,23487737472,TRUE,"2021-08-06 09:00:38",NA,NA,NA,17,NA,2,"3D valid GPS Fix",5,"TWILIGHT",88,NA,NA,"Mortality no radius","Collar","gps",NA,47781,NA,"Odocoileus virginianus DeNicola Staten Island, NY and Rockefeller Park, NY","2021-08-06","09:00:38",2021,8,6,-72.4645838073807,41.5061240187164
"93",5276,23487737473,TRUE,"2021-08-06 10:00:38",NA,NA,NA,17,NA,3.4,"3D valid GPS Fix",5,"BRIGHT",74,NA,NA,"Mortality no radius","Collar","gps",NA,47781,NA,"Odocoileus virginianus DeNicola Staten Island, NY and Rockefeller Park, NY","2021-08-06","10:00:38",2021,8,6,-72.4644876002872,41.5061560241401
"94",5277,23487737474,TRUE,"2021-08-06 11:00:11",NA,NA,NA,17,NA,4.6,"3D valid GPS Fix",5,"BRIGHT",79,NA,NA,"Mortality no radius","Collar","gps",NA,47781,NA,"Odocoileus virginianus DeNicola Staten Island, NY and Rockefeller Park, NY","2021-08-06","11:00:11",2021,8,6,-72.4644575406634,41.5062177496273
"95",5278,23487737615,TRUE,"2021-08-06 12:00:33",NA,NA,NA,18,NA,3.2,"3D valid GPS Fix",5,"BRIGHT",109,NA,NA,"Mortality no radius","Iridium TCP","gps",NA,47781,NA,"Odocoileus virginianus DeNicola Staten Island, NY and Rockefeller Park, NY","2021-08-06","12:00:33",2021,8,6,-72.4644672195111,41.5061249745854
"96",5279,23487737475,TRUE,"2021-08-06 13:00:29",NA,NA,NA,20,NA,2.4,"3D valid GPS Fix",4,"BRIGHT",146,NA,NA,"Mortality no radius","Collar","gps",NA,47781,NA,"Odocoileus virginianus DeNicola Staten Island, NY and Rockefeller Park, NY","2021-08-06","13:00:29",2021,8,6,-72.4648928882355,41.5060640171805
"97",5280,23487737477,TRUE,"2021-08-06 15:00:38",NA,NA,NA,31,NA,3.6,"3D valid GPS Fix",4,"BRIGHT",101,NA,NA,"Mortality no radius","Collar","gps",NA,47781,NA,"Odocoileus virginianus DeNicola Staten Island, NY and Rockefeller Park, NY","2021-08-06","15:00:38",2021,8,6,-72.4644323205545,41.5062600581713
"98",5281,23487737616,TRUE,"2021-08-06 16:00:13",NA,NA,NA,30,NA,6.4,"3D valid GPS Fix",4,"BRIGHT",68,NA,NA,"Mortality no radius","Iridium TCP","gps",NA,47781,NA,"Odocoileus virginianus DeNicola Staten Island, NY and Rockefeller Park, NY","2021-08-06","16:00:13",2021,8,6,-72.4643228666106,41.506231184979
"99",5282,23487737478,TRUE,"2021-08-06 17:00:12",NA,NA,NA,35,NA,4.4,"3D valid GPS Fix",4,"BRIGHT",116,NA,NA,"Mortality no radius","Collar","gps",NA,47781,NA,"Odocoileus virginianus DeNicola Staten Island, NY and Rockefeller Park, NY","2021-08-06","17:00:12",2021,8,6,-72.4645105249323,41.5060432155594
"100",5283,23487737479,TRUE,"2021-08-06 18:01:38",NA,NA,NA,45,NA,4.4,"3D valid GPS Fix",4,"BRIGHT",83,NA,NA,"Mortality no radius","Collar","gps",NA,47781,NA,"Odocoileus virginianus DeNicola Staten Island, NY and Rockefeller Park, NY","2021-08-06","18:01:38",2021,8,6,-72.4643733903876,41.5062054738744
"101",5284,23487737480,TRUE,"2021-08-06 19:00:56",NA,NA,NA,40,NA,6,"3D valid GPS Fix",4,"BRIGHT",88,NA,NA,"Mortality no radius","Collar","gps",NA,47781,NA,"Odocoileus virginianus DeNicola Staten Island, NY and Rockefeller Park, NY","2021-08-06","19:00:56",2021,8,6,-72.4644202633711,41.5063582813377
"102",5285,23487737617,TRUE,"2021-08-06 20:00:15",NA,NA,NA,47,NA,5,"3D valid GPS Fix",4,"BRIGHT",174,NA,NA,"Mortality no radius","Iridium TCP","gps",NA,47781,NA,"Odocoileus virginianus DeNicola Staten Island, NY and Rockefeller Park, NY","2021-08-06","20:00:15",2021,8,6,-72.4643051175939,41.5054813742564
"103",5286,23487737481,TRUE,"2021-08-06 21:00:36",NA,NA,NA,40,NA,2.8,"3D valid GPS Fix",6,"BRIGHT",95,NA,NA,"Mortality no radius","Collar","gps",NA,47781,NA,"Odocoileus virginianus DeNicola Staten Island, NY and Rockefeller Park, NY","2021-08-06","21:00:36",2021,8,6,-72.4645453410735,41.5061593906299
"104",5287,23487737483,TRUE,"2021-08-06 23:00:38",NA,NA,NA,29,NA,6.2,"3D valid GPS Fix",3,"BRIGHT",76,NA,NA,"Mortality no radius","Collar","gps",NA,47781,NA,"Odocoileus virginianus DeNicola Staten Island, NY and Rockefeller Park, NY","2021-08-06","23:00:38",2021,8,6,-72.4645416910911,41.5062435108347
"105",5288,23487737618,TRUE,"2021-08-07 00:01:12",NA,NA,NA,27,NA,3.2,"3D valid GPS Fix",3,"BRIGHT",109,NA,NA,"Mortality no radius","Iridium TCP","gps",NA,47781,NA,"Odocoileus virginianus DeNicola Staten Island, NY and Rockefeller Park, NY","2021-08-07","00:01:12",2021,8,7,-72.4642014388215,41.5066291488866
"106",5289,23487737484,TRUE,"2021-08-07 01:01:00",NA,NA,NA,25,NA,2.4,"3D valid GPS Fix",3,"TWILIGHT",97,NA,NA,"Mortality no radius","Collar","gps",NA,47781,NA,"Odocoileus virginianus DeNicola Staten Island, NY and Rockefeller Park, NY","2021-08-07","01:01:00",2021,8,7,-72.4646126775932,41.5061189592548
"107",5290,23487737485,TRUE,"2021-08-07 02:00:21",NA,NA,NA,24,NA,2,"3D valid GPS Fix",4,"DARK",79,NA,NA,"Mortality no radius","Collar","gps",NA,47781,NA,"Odocoileus virginianus DeNicola Staten Island, NY and Rockefeller Park, NY","2021-08-07","02:00:21",2021,8,7,-72.4644719759224,41.5061680206065
"108",5291,23487737486,TRUE,"2021-08-07 03:00:36",NA,NA,NA,22,NA,2,"3D valid GPS Fix",5,"DARK",108,NA,NA,"Mortality no radius","Collar","gps",NA,47781,NA,"Odocoileus virginianus DeNicola Staten Island, NY and Rockefeller Park, NY","2021-08-07","03:00:36",2021,8,7,-72.4645453410735,41.5062942450651
"109",5292,23487737619,TRUE,"2021-08-07 04:00:36",NA,NA,NA,22,NA,3.2,"3D valid GPS Fix",4,"DARK",74,NA,NA,"Mortality no radius","Iridium TCP","gps",NA,47781,NA,"Odocoileus virginianus DeNicola Staten Island, NY and Rockefeller Park, NY","2021-08-07","04:00:36",2021,8,7,-72.4644370767971,41.5063300758471
"110",5293,23487737487,TRUE,"2021-08-07 05:00:15",NA,NA,NA,21,NA,4.8,"3D valid GPS Fix",4,"DARK",110,NA,NA,"Mortality no radius","Collar","gps",NA,47781,NA,"Odocoileus virginianus DeNicola Staten Island, NY and Rockefeller Park, NY","2021-08-07","05:00:15",2021,8,7,-72.4647497291907,41.5063023575249
"111",5294,23487737488,TRUE,"2021-08-07 06:00:38",NA,NA,NA,21,NA,2.4,"3D valid GPS Fix",4,"DARK",97,NA,NA,"Mortality no radius","Collar","gps",NA,47781,NA,"Odocoileus virginianus DeNicola Staten Island, NY and Rockefeller Park, NY","2021-08-07","06:00:38",2021,8,7,-72.4644780044266,41.5062402783688
"112",5295,23487737489,TRUE,"2021-08-07 07:00:38",NA,NA,NA,20,NA,5.2,"3D valid GPS Fix",5,"DARK",92,NA,NA,"Mortality no radius","Collar","gps",NA,47781,NA,"Odocoileus virginianus DeNicola Staten Island, NY and Rockefeller Park, NY","2021-08-07","07:00:38",2021,8,7,-72.4644635691973,41.5062360654431
"113",5296,23487737620,TRUE,"2021-08-07 08:00:22",NA,NA,NA,20,NA,2.8,"3D valid GPS Fix",5,"DARK",67,NA,NA,"Mortality no radius","Iridium TCP","gps",NA,47781,NA,"Odocoileus virginianus DeNicola Staten Island, NY and Rockefeller Park, NY","2021-08-07","08:00:22",2021,8,7,-72.4645801575638,41.5061946533927
"114",5297,23487737490,TRUE,"2021-08-07 09:00:30",NA,NA,NA,19,NA,4.8,"3D valid GPS Fix",4,"TWILIGHT",79,NA,NA,"Mortality no radius","Collar","gps",NA,47781,NA,"Odocoileus virginianus DeNicola Staten Island, NY and Rockefeller Park, NY","2021-08-07","09:00:30",2021,8,7,-72.4648458554398,41.5063597863155
"115",5298,23487737491,TRUE,"2021-08-07 10:00:34",NA,NA,NA,19,NA,2.8,"3D valid GPS Fix",6,"BRIGHT",98,NA,NA,"Mortality no radius","Collar","gps",NA,47781,NA,"Odocoileus virginianus DeNicola Staten Island, NY and Rockefeller Park, NY","2021-08-07","10:00:34",2021,8,7,-72.464658361436,41.5061396357283
"116",5299,23487737492,TRUE,"2021-08-07 11:00:11",NA,NA,NA,19,NA,2.4,"3D valid GPS Fix",6,"BRIGHT",84,NA,NA,"Mortality no radius","Collar","gps",NA,47781,NA,"Odocoileus virginianus DeNicola Staten Island, NY and Rockefeller Park, NY","2021-08-07","11:00:11",2021,8,7,-72.4644190743302,41.5062261504819
"117",5300,23487737621,TRUE,"2021-08-07 12:00:36",NA,NA,NA,20,NA,3.6,"3D valid GPS Fix",4,"BRIGHT",117,NA,NA,"Mortality no radius","Iridium TCP","gps",NA,47781,NA,"Odocoileus virginianus DeNicola Staten Island, NY and Rockefeller Park, NY","2021-08-07","12:00:36",2021,8,7,-72.4646018922175,41.5060845684564
"118",5301,23487737493,TRUE,"2021-08-07 13:00:25",NA,NA,NA,23,NA,2.2,"3D valid GPS Fix",4,"BRIGHT",138,NA,NA,"Mortality no radius","Collar","gps",NA,47781,NA,"Odocoileus virginianus DeNicola Staten Island, NY and Rockefeller Park, NY","2021-08-07","13:00:25",2021,8,7,-72.464500929099,41.5061274696456
"119",5302,23487737494,TRUE,"2021-08-07 14:01:00",NA,NA,NA,25,NA,4,"3D valid GPS Fix",4,"BRIGHT",101,NA,NA,"Mortality no radius","Collar","gps",NA,47781,NA,"Odocoileus virginianus DeNicola Staten Island, NY and Rockefeller Park, NY","2021-08-07","14:01:00",2021,8,7,-72.464645115709,41.5063080097969
"120",5303,23487737495,TRUE,"2021-08-07 15:00:36",NA,NA,NA,26,NA,2.6,"3D valid GPS Fix",5,"BRIGHT",88,NA,NA,"Mortality no radius","Collar","gps",NA,47781,NA,"Odocoileus virginianus DeNicola Staten Island, NY and Rockefeller Park, NY","2021-08-07","15:00:36",2021,8,7,-72.4644719759224,41.5062624189976
"121",5304,23487737622,TRUE,"2021-08-07 16:00:11",NA,NA,NA,31,NA,3.6,"3D valid GPS Fix",5,"BRIGHT",110,NA,NA,"Mortality no radius","Iridium TCP","gps",NA,47781,NA,"Odocoileus virginianus DeNicola Staten Island, NY and Rockefeller Park, NY","2021-08-07","16:00:11",2021,8,7,-72.4645213099766,41.5062124608269
"122",5305,23487737496,TRUE,"2021-08-07 17:00:13",NA,NA,NA,29,NA,2.4,"3D valid GPS Fix",5,"BRIGHT",95,NA,NA,"Mortality no radius","Collar","gps",NA,47781,NA,"Odocoileus virginianus DeNicola Staten Island, NY and Rockefeller Park, NY","2021-08-07","17:00:13",2021,8,7,-72.4644828437908,41.5060185797666
"123",5306,23487737497,TRUE,"2021-08-07 18:01:08",NA,NA,NA,30,NA,4,"3D valid GPS Fix",4,"BRIGHT",120,NA,NA,"Mortality no radius","Collar","gps",NA,47781,NA,"Odocoileus virginianus DeNicola Staten Island, NY and Rockefeller Park, NY","2021-08-07","18:01:08",2021,8,7,-72.4647762201023,41.5061274352182
"124",5307,23487737498,TRUE,"2021-08-07 19:00:36",NA,NA,NA,32,NA,5.6,"3D valid GPS Fix",4,"BRIGHT",99,NA,NA,"Mortality no radius","Collar","gps",NA,47781,NA,"Odocoileus virginianus DeNicola Staten Island, NY and Rockefeller Park, NY","2021-08-07","19:00:36",2021,8,7,-72.4645597762125,41.5061501181474
"125",5308,23487737623,TRUE,"2021-08-07 20:00:26",NA,NA,NA,38,NA,6.8,"3D valid GPS Fix",4,"BRIGHT",111,NA,NA,"Mortality no radius","Iridium TCP","gps",NA,47781,NA,"Odocoileus virginianus DeNicola Staten Island, NY and Rockefeller Park, NY","2021-08-07","20:00:26",2021,8,7,-72.4638758856128,41.5050245629248
"126",5309,23487737499,TRUE,"2021-08-07 21:00:34",NA,NA,NA,36,NA,2.6,"3D valid GPS Fix",6,"BRIGHT",108,NA,NA,"Mortality no radius","Collar","gps",NA,47781,NA,"Odocoileus virginianus DeNicola Staten Island, NY and Rockefeller Park, NY","2021-08-07","21:00:34",2021,8,7,-72.4646559827392,41.5060776564434
"127",5310,23487737500,TRUE,"2021-08-07 22:00:37",NA,NA,NA,31,NA,2.6,"3D valid GPS Fix",3,"BRIGHT",95,NA,NA,"Mortality no radius","Collar","gps",NA,47781,NA,"Odocoileus virginianus DeNicola Staten Island, NY and Rockefeller Park, NY","2021-08-07","22:00:37",2021,8,7,-72.4645381234953,41.5061842550815
"128",5311,23487737501,TRUE,"2021-08-07 23:00:30",NA,NA,NA,28,NA,2.6,"3D valid GPS Fix",3,"BRIGHT",87,NA,NA,"Mortality no radius","Collar","gps",NA,47781,NA,"Odocoileus virginianus DeNicola Staten Island, NY and Rockefeller Park, NY","2021-08-07","23:00:30",2021,8,7,-72.4644864111584,41.5061992045704
"129",5312,23487737624,TRUE,"2021-08-08 00:01:02",NA,NA,NA,25,NA,3,"3D valid GPS Fix",3,"BRIGHT",88,NA,NA,"Mortality no radius","Iridium TCP","gps",NA,47781,NA,"Odocoileus virginianus DeNicola Staten Island, NY and Rockefeller Park, NY","2021-08-08","00:01:02",2021,8,8,-72.4643517373748,41.5063340091808
"130",5313,23487737502,TRUE,"2021-08-08 01:00:36",NA,NA,NA,24,NA,2.2,"3D valid GPS Fix",4,"TWILIGHT",93,NA,NA,"Mortality no radius","Collar","gps",NA,47781,NA,"Odocoileus virginianus DeNicola Staten Island, NY and Rockefeller Park, NY","2021-08-08","01:00:36",2021,8,8,-72.4645609654351,41.5061743651343
"131",5314,23487737503,TRUE,"2021-08-08 02:00:34",NA,NA,NA,23,NA,1.6,"3D valid GPS Fix",6,"DARK",98,NA,NA,"Mortality no radius","Collar","gps",NA,47781,NA,"Odocoileus virginianus DeNicola Staten Island, NY and Rockefeller Park, NY","2021-08-08","02:00:34",2021,8,8,-72.4648026305757,41.506163315107
"132",5315,23487737504,TRUE,"2021-08-08 03:00:10",NA,NA,NA,22,NA,2.2,"3D valid GPS Fix",4,"DARK",104,NA,NA,"Mortality no radius","Collar","gps",NA,47781,NA,"Odocoileus virginianus DeNicola Staten Island, NY and Rockefeller Park, NY","2021-08-08","03:00:10",2021,8,8,-72.4645140923993,41.5061833834763
"133",5316,23487737625,TRUE,"2021-08-08 04:00:51",NA,NA,NA,22,NA,5.6,"3D valid GPS Fix",4,"DARK",82,NA,NA,"Mortality no radius","Iridium TCP","gps",NA,47781,NA,"Odocoileus virginianus DeNicola Staten Island, NY and Rockefeller Park, NY","2021-08-08","04:00:51",2021,8,8,-72.4644719759224,41.5061949916036
"134",5317,23487737505,TRUE,"2021-08-08 05:00:20",NA,NA,NA,22,NA,5,"3D valid GPS Fix",4,"DARK",120,NA,NA,"Mortality no radius","Collar","gps",NA,47781,NA,"Odocoileus virginianus DeNicola Staten Island, NY and Rockefeller Park, NY","2021-08-08","05:00:20",2021,8,8,-72.4649468998184,41.5064162463165
"135",5318,23487737506,TRUE,"2021-08-08 06:00:56",NA,NA,NA,22,NA,4.4,"3D valid GPS Fix",4,"DARK",92,NA,NA,"Mortality no radius","Collar","gps",NA,47781,NA,"Odocoileus virginianus DeNicola Staten Island, NY and Rockefeller Park, NY","2021-08-08","06:00:56",2021,8,8,-72.4644551624877,41.5061827409804
"136",5319,23487737507,TRUE,"2021-08-08 07:00:12",NA,NA,NA,21,NA,9.2,"3D valid GPS Fix",4,"DARK",89,NA,NA,"Mortality no radius","Collar","gps",NA,47781,NA,"Odocoileus virginianus DeNicola Staten Island, NY and Rockefeller Park, NY","2021-08-08","07:00:12",2021,8,8,-72.4644335096104,41.5062303634269
"137",5320,23487737626,TRUE,"2021-08-08 08:00:21",NA,NA,NA,21,NA,3.6,"3D valid GPS Fix",4,"DARK",102,NA,NA,"Mortality no radius","Iridium TCP","gps",NA,47781,NA,"Odocoileus virginianus DeNicola Staten Island, NY and Rockefeller Park, NY","2021-08-08","08:00:21",2021,8,8,-72.4647040453018,41.5062007685515
"138",5321,23487737508,TRUE,"2021-08-08 09:00:38",NA,NA,NA,20,NA,1.8,"3D valid GPS Fix",7,"TWILIGHT",106,NA,NA,"Mortality no radius","Collar","gps",NA,47781,NA,"Odocoileus virginianus DeNicola Staten Island, NY and Rockefeller Park, NY","2021-08-08","09:00:38",2021,8,8,-72.4645501802281,41.506072546877
"139",5322,23487737509,TRUE,"2021-08-08 10:00:38",NA,NA,NA,20,NA,3.8,"3D valid GPS Fix",5,"BRIGHT",91,NA,NA,"Mortality no radius","Collar","gps",NA,47781,NA,"Odocoileus virginianus DeNicola Staten Island, NY and Rockefeller Park, NY","2021-08-08","10:00:38",2021,8,8,-72.4645008463713,41.5061899320575
"140",5323,23487737510,TRUE,"2021-08-08 11:00:10",NA,NA,NA,20,NA,4.4,"3D valid GPS Fix",5,"BRIGHT",78,NA,NA,"Mortality no radius","Collar","gps",NA,47781,NA,"Odocoileus virginianus DeNicola Staten Island, NY and Rockefeller Park, NY","2021-08-08","11:00:10",2021,8,8,-72.4645032246684,41.5062249407236
"141",5324,23487737627,TRUE,"2021-08-08 12:01:08",NA,NA,NA,21,NA,2.6,"3D valid GPS Fix",4,"BRIGHT",131,NA,NA,"Mortality no radius","Iridium TCP","gps",NA,47781,NA,"Odocoileus virginianus DeNicola Staten Island, NY and Rockefeller Park, NY","2021-08-08","12:01:08",2021,8,8,-72.4646463865632,41.506161910516
"142",5325,23487737512,TRUE,"2021-08-08 14:00:38",NA,NA,NA,22,NA,5.6,"3D valid GPS Fix",4,"BRIGHT",89,NA,NA,"Mortality no radius","Collar","gps",NA,47781,NA,"Odocoileus virginianus DeNicola Staten Island, NY and Rockefeller Park, NY","2021-08-08","14:00:38",2021,8,8,-72.464546530278,41.5061836376418
"143",5326,23487737513,TRUE,"2021-08-08 15:00:38",NA,NA,NA,23,NA,2.8,"3D valid GPS Fix",6,"BRIGHT",89,NA,NA,"Mortality no radius","Collar","gps",NA,47781,NA,"Odocoileus virginianus DeNicola Staten Island, NY and Rockefeller Park, NY","2021-08-08","15:00:38",2021,8,8,-72.4644190743302,41.5062800923641
"144",5327,23487737628,TRUE,"2021-08-08 16:00:11",NA,NA,NA,22,NA,4,"3D valid GPS Fix",4,"BRIGHT",83,NA,NA,"Mortality no radius","Iridium TCP","gps",NA,47781,NA,"Odocoileus virginianus DeNicola Staten Island, NY and Rockefeller Park, NY","2021-08-08","16:00:11",2021,8,8,-72.4644647582958,41.5062333415889
"145",5328,23487737514,TRUE,"2021-08-08 17:00:12",NA,NA,NA,22,NA,5,"3D valid GPS Fix",4,"BRIGHT",105,NA,NA,"Mortality no radius","Collar","gps",NA,47781,NA,"Odocoileus virginianus DeNicola Staten Island, NY and Rockefeller Park, NY","2021-08-08","17:00:12",2021,8,8,-72.4645573977766,41.5060341969941
"146",5329,23487737515,TRUE,"2021-08-08 18:01:00",NA,NA,NA,25,NA,4.4,"3D valid GPS Fix",4,"BRIGHT",88,NA,NA,"Mortality no radius","Collar","gps",NA,47781,NA,"Odocoileus virginianus DeNicola Staten Island, NY and Rockefeller Park, NY","2021-08-08","18:01:00",2021,8,8,-72.4645994317727,41.5061659642043
"147",5330,23487737516,TRUE,"2021-08-08 19:00:27",NA,NA,NA,25,NA,5.4,"3D valid GPS Fix",4,"BRIGHT",-31,NA,NA,"Mortality no radius","Collar","gps",NA,47781,NA,"Odocoileus virginianus DeNicola Staten Island, NY and Rockefeller Park, NY","2021-08-08","19:00:27",2021,8,8,-72.4647879546139,41.5065218083402
"148",5331,23487737629,TRUE,"2021-08-08 20:00:24",NA,NA,NA,27,NA,5.6,"3D valid GPS Fix",4,"BRIGHT",0,NA,NA,"Mortality no radius","Iridium TCP","gps",NA,47781,NA,"Odocoileus virginianus DeNicola Staten Island, NY and Rockefeller Park, NY","2021-08-08","20:00:24",2021,8,8,-72.4647831964233,41.5064922455508
"149",5332,23487737517,TRUE,"2021-08-08 21:00:38",NA,NA,NA,26,NA,2.4,"3D valid GPS Fix",6,"BRIGHT",89,NA,NA,"Mortality no radius","Collar","gps",NA,47781,NA,"Odocoileus virginianus DeNicola Staten Island, NY and Rockefeller Park, NY","2021-08-08","21:00:38",2021,8,8,-72.4645152815613,41.5061132321516
"150",5333,23487737518,TRUE,"2021-08-08 22:00:33",NA,NA,NA,25,NA,1.8,"3D valid GPS Fix",5,"BRIGHT",98,NA,NA,"Mortality no radius","Collar","gps",NA,47781,NA,"Odocoileus virginianus DeNicola Staten Island, NY and Rockefeller Park, NY","2021-08-08","22:00:33",2021,8,8,-72.4645886464215,41.5060371749177
"151",5334,23487737519,TRUE,"2021-08-08 23:00:26",NA,NA,NA,24,NA,2.4,"3D valid GPS Fix",4,"BRIGHT",174,NA,NA,"Mortality no radius","Collar","gps",NA,47781,NA,"Odocoileus virginianus DeNicola Staten Island, NY and Rockefeller Park, NY","2021-08-08","23:00:26",2021,8,8,-72.4649410302495,41.5059898134023
"152",5335,23487737630,TRUE,"2021-08-09 00:00:38",NA,NA,NA,22,NA,3,"3D valid GPS Fix",3,"TWILIGHT",140,NA,NA,"Mortality no radius","Iridium TCP","gps",NA,47781,NA,"Odocoileus virginianus DeNicola Staten Island, NY and Rockefeller Park, NY","2021-08-09","00:00:38",2021,8,9,-72.4644780873446,41.5061373595239
"153",5336,23487737520,TRUE,"2021-08-09 01:00:36",NA,NA,NA,21,NA,2.2,"3D valid GPS Fix",5,"TWILIGHT",91,NA,NA,"Mortality no radius","Collar","gps",NA,47781,NA,"Odocoileus virginianus DeNicola Staten Island, NY and Rockefeller Park, NY","2021-08-09","01:00:36",2021,8,9,-72.4645309059114,41.5061686631228
"154",5337,23487737521,TRUE,"2021-08-09 02:00:17",NA,NA,NA,21,NA,2,"3D valid GPS Fix",4,"DARK",91,NA,NA,"Mortality no radius","Collar","gps",NA,47781,NA,"Odocoileus virginianus DeNicola Staten Island, NY and Rockefeller Park, NY","2021-08-09","02:00:17",2021,8,9,-72.464570561478,41.5062923930518
"155",5338,23487737522,TRUE,"2021-08-09 03:00:38",NA,NA,NA,21,NA,3.4,"3D valid GPS Fix",3,"DARK",97,NA,NA,"Mortality no radius","Collar","gps",NA,47781,NA,"Odocoileus virginianus DeNicola Staten Island, NY and Rockefeller Park, NY","2021-08-09","03:00:38",2021,8,9,-72.4645224991476,41.5061692805753
