"","event-id","visible","timestamp","gps:activity-count","argos:altitude","battery-charging-current","cpu-temperature","external-temperature","gps:dop","gps:fix-type-raw","gps:satellite-count","gps:twilight","height-above-ellipsoid","lat-upper","long-upper","mortality-status","transmission-protocol","sensor-type","individual-taxon-canonical-name","tag-local-identifier","individual-local-identifier","study-name","Date","Time","Year","Month","Day","location-long","location-lat"
"61",23489299150,TRUE,2021-08-05 00:00:42,NA,NA,NA,20,NA,5.4,"3D valid GPS Fix",3,"BRIGHT",155,NA,NA,"Mortality no radius","Iridium TCP","gps","",47786,"","Odocoileus virginianus DeNicola Staten Island, NY and Rockefeller Park, NY",2021-08-05,"00:00:42","2021","08","05",-72.4649001850017,41.5055856160247
"62",23489298993,TRUE,2021-08-05 01:00:38,NA,NA,NA,19,NA,2.4,"3D valid GPS Fix",4,"TWILIGHT",72,NA,NA,"Mortality no radius","Collar","gps","",47786,"","Odocoileus virginianus DeNicola Staten Island, NY and Rockefeller Park, NY",2021-08-05,"01:00:38","2021","08","05",-72.4644058280497,41.5062461846647
"63",23489298994,TRUE,2021-08-05 02:00:31,NA,NA,NA,19,NA,2.8,"3D valid GPS Fix",3,"DARK",106,NA,NA,"Mortality no radius","Collar","gps","",47786,"","Odocoileus virginianus DeNicola Staten Island, NY and Rockefeller Park, NY",2021-08-05,"02:00:31","2021","08","05",-72.4645201208087,41.5060938157719
"64",23489298995,TRUE,2021-08-05 03:00:18,NA,NA,NA,18,NA,2.6,"3D valid GPS Fix",3,"DARK",91,NA,NA,"Mortality no radius","Collar","gps","",47786,"","Odocoileus virginianus DeNicola Staten Island, NY and Rockefeller Park, NY",2021-08-05,"03:00:18","2021","08","05",-72.4644575406634,41.5063391188461
"65",23489299151,TRUE,2021-08-05 04:00:40,NA,NA,NA,18,NA,3.4,"3D valid GPS Fix",4,"DARK",93,NA,NA,"Mortality no radius","Iridium TCP","gps","",47786,"","Odocoileus virginianus DeNicola Staten Island, NY and Rockefeller Park, NY",2021-08-05,"04:00:40","2021","08","05",-72.4644780044266,41.5061998219914
"66",23489298996,TRUE,2021-08-05 05:00:13,NA,NA,NA,17,NA,3.2,"3D valid GPS Fix",4,"DARK",88,NA,NA,"Mortality no radius","Collar","gps","",47786,"","Odocoileus virginianus DeNicola Staten Island, NY and Rockefeller Park, NY",2021-08-05,"05:00:13","2021","08","05",-72.4645092531252,41.5062162855865
"67",23489298997,TRUE,2021-08-05 06:00:38,NA,NA,NA,17,NA,2,"3D valid GPS Fix",5,"DARK",88,NA,NA,"Mortality no radius","Collar","gps","",47786,"","Odocoileus virginianus DeNicola Staten Island, NY and Rockefeller Park, NY",2021-08-05,"06:00:38","2021","08","05",-72.4645164707264,41.5061914211088
"68",23489298998,TRUE,2021-08-05 07:00:17,NA,NA,NA,17,NA,2.4,"3D valid GPS Fix",5,"DARK",47,NA,NA,"Mortality no radius","Collar","gps","",47786,"","Odocoileus virginianus DeNicola Staten Island, NY and Rockefeller Park, NY",2021-08-05,"07:00:17","2021","08","05",-72.4646799327495,41.5060870479888
"69",23489299152,TRUE,2021-08-05 08:00:38,NA,NA,NA,17,NA,2.2,"3D valid GPS Fix",6,"DARK",101,NA,NA,"Mortality no radius","Iridium TCP","gps","",47786,"","Odocoileus virginianus DeNicola Staten Island, NY and Rockefeller Park, NY",2021-08-05,"08:00:38","2021","08","05",-72.4645525586459,41.5061884680404
"70",23489298999,TRUE,2021-08-05 09:00:20,NA,NA,NA,17,NA,2.2,"3D valid GPS Fix",5,"TWILIGHT",86,NA,NA,"Mortality no radius","Collar","gps","",47786,"","Odocoileus virginianus DeNicola Staten Island, NY and Rockefeller Park, NY",2021-08-05,"09:00:20","2021","08","05",-72.4644864111584,41.5061857190872
"71",23489299000,TRUE,2021-08-05 10:00:40,NA,NA,NA,17,NA,6,"3D valid GPS Fix",4,"BRIGHT",82,NA,NA,"Mortality no radius","Collar","gps","",47786,"","Odocoileus virginianus DeNicola Staten Island, NY and Rockefeller Park, NY",2021-08-05,"10:00:40","2021","08","05",-72.4644118566814,41.5062375294912
"72",23489299001,TRUE,2021-08-05 11:00:18,NA,NA,NA,17,NA,4,"3D valid GPS Fix",4,"BRIGHT",33,NA,NA,"Mortality no radius","Collar","gps","",47786,"","Odocoileus virginianus DeNicola Staten Island, NY and Rockefeller Park, NY",2021-08-05,"11:00:18","2021","08","05",-72.4648349892168,41.5061990611908
"73",23489299153,TRUE,2021-08-05 12:00:40,NA,NA,NA,17,NA,2.4,"3D valid GPS Fix",6,"BRIGHT",99,NA,NA,"Mortality no radius","Iridium TCP","gps","",47786,"","Odocoileus virginianus DeNicola Staten Island, NY and Rockefeller Park, NY",2021-08-05,"12:00:40","2021","08","05",-72.4645441518721,41.5061081727248
"74",23489299002,TRUE,2021-08-05 13:00:14,NA,NA,NA,18,NA,2.2,"3D valid GPS Fix",4,"BRIGHT",133,NA,NA,"Mortality no radius","Collar","gps","",47786,"","Odocoileus virginianus DeNicola Staten Island, NY and Rockefeller Park, NY",2021-08-05,"13:00:14","2021","08","05",-72.464547801823,41.5061723928638
"75",23489299003,TRUE,2021-08-05 14:00:40,NA,NA,NA,19,NA,2.4,"3D valid GPS Fix",5,"BRIGHT",67,NA,NA,"Mortality no radius","Collar","gps","",47786,"","Odocoileus virginianus DeNicola Staten Island, NY and Rockefeller Park, NY",2021-08-05,"14:00:40","2021","08","05",-72.4644358877317,41.5061709736196
"76",23489299004,TRUE,2021-08-05 15:00:40,NA,NA,NA,21,NA,3.2,"3D valid GPS Fix",4,"BRIGHT",87,NA,NA,"Mortality no radius","Collar","gps","",47786,"","Odocoileus virginianus DeNicola Staten Island, NY and Rockefeller Park, NY",2021-08-05,"15:00:40","2021","08","05",-72.4644791935433,41.5062240690501
